verb_en	root	irregular	polarity	person	tense	form
Be/Stay	Unḍu	yes	neg	he	past	lēḍu
Be/Stay	Unḍu	yes	neg	she	past	lēdu
Be/Stay	Unḍu	yes	neg	we	past	lēmu
Be/Stay	Unḍu	yes	neg	formal	past	lēru
Be/Stay	Unḍu	yes	neg	it	past	lēdu
Be/Stay	Unḍu	yes	neg	they-n	past	lēvu
Be/Stay	Unḍu	yes	neg	i	present	lēnu
Be/Stay	Unḍu	yes	neg	you	present	lēvu
Be/Stay	Unḍu	yes	neg	he	present	lēḍu
Be/Stay	Unḍu	yes	neg	she	present	lēdu
Be/Stay	Unḍu	yes	neg	we	present	lēmu
Be/Stay	Unḍu	yes	neg	formal	present	lēru
Be/Stay	Unḍu	yes	neg	it	present	lēdu
Be/Stay	Unḍu	yes	neg	they-n	present	lēvu
Be/Stay	Unḍu	yes	neg	i	future	unḍ-anu
Be/Stay	Unḍu	yes	neg	you	future	unḍ-avu
Be/Stay	Unḍu	yes	neg	he	future	unḍ-aḍu
Be/Stay	Unḍu	yes	neg	she	future	unḍ-adu
Be/Stay	Unḍu	yes	neg	we	future	unḍ-amu
Be/Stay	Unḍu	yes	neg	formal	future	unḍ-aru
Be/Stay	Unḍu	yes	neg	it	future	unḍ-adu
Be/Stay	Unḍu	yes	neg	they-n	future	unḍ-avu
Be/Stay	Unḍu	yes	neg	i	present	unḍa-ḍam-lēdu
Be/Stay	Unḍu	yes	neg	you	present	unḍa-ḍam-lēdu
Be/Stay	Unḍu	yes	neg	he	present	unḍa-ḍam-lēdu
Be/Stay	Unḍu	yes	neg	she	present	unḍa-ḍam-lēdu
Be/Stay	Unḍu	yes	neg	we	present	unḍa-ḍam-lēdu
Be/Stay	Unḍu	yes	neg	formal	present	unḍa-ḍam-lēdu
Be/Stay	Unḍu	yes	neg	it	present	unḍa-ḍam-lēdu
Be/Stay	Unḍu	yes	neg	they-n	present	unḍa-ḍam-lēdu
